SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,Availability,Storage Class,Volume Type,Fee Code,Fee Description,Group,Group Description,Transfer Type,From Location,From Location Type,To Location,To Location Type,usageType,operation,Durability,From Region Code,Overhead,Region Code,serviceName,To Region Code
BZCJTR8BS98M6QY6,JRTCKXETXF,BZCJTR8BS98M6QY6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to US West (Oregon),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,US West (Oregon),AWS Region,USE1-USW2-S3RTC-Out-Bytes,,,us-east-1,,,Amazon Simple Storage Service,us-west-2
CFF4F5FZYKV2GKYD,JRTCKXETXF,CFF4F5FZYKV2GKYD.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.11 per GB-Mo of Storage in Express One Zone ,2025-05-01,0,Inf,GB-Mo,0.1100000000,USD,Storage,AmazonS3,US East (N. Virginia),AWS Region,99.9%,High Performance,Express One Zone,,,,,,,,,,TimedStorage-XZ-ByteHrs,,99.999999999%,,,us-east-1,Amazon Simple Storage Service,
CH95C5M2W4QQF3RY,JRTCKXETXF,CH95C5M2W4QQF3RY.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.005 per 1,000 PUT,COPY,POST,or LIST requests to Intelligent-Tiering,2025-05-01,0,Inf,Requests,0.0000050000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-INT-Tier1,PUT/COPY/POST or LIST requests to Intelligent-Tiering,,,,,,Requests-INT-Tier1,,,,,us-east-1,Amazon Simple Storage Service,
CN3DWKRWAMMHWCA3,JRTCKXETXF,CN3DWKRWAMMHWCA3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.03 per GB - flat fee for all bytes retrieved in Glacier Instant Retrieval,2025-05-01,0,Inf,GB,0.0300000000,USD,API Request,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-GIR-Retrieval,Object Retrieval in Glacier Instant Retrieval,,,,,,Retrieval-GIR,,,,,us-east-1,Amazon Simple Storage Service,
CNG9B5M4XJ25WDEE,JRTCKXETXF,CNG9B5M4XJ25WDEE.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per MM objects per month for Storage Lens Free Tier to US East (N. Virginia),2025-05-01,0,Inf,Objects,0.0000000000,USD,Fee,AmazonS3,US East (N. Virginia),AWS Region,,,,S3-StorageLensFreeTier,No charge for Free Tier Storage Lens,,,,,,,,USE1-StorageLensFreeTier-ObjCount,StorageLens,,,,us-east-1,Amazon Simple Storage Service,
CR69MX25T57N85U3,JRTCKXETXF,CR69MX25T57N85U3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Europe (Zurich),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,US East (N. Virginia),AWS Region,Europe (Zurich),AWS Region,EUC2-USE1-S3RTC-In-Bytes,,,us-east-1,,,Amazon Simple Storage Service,eu-central-2
CRC8UP36GSCYTHBZ,JRTCKXETXF,CRC8UP36GSCYTHBZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0036 per Gigabyte Month for TimedStorage-INT-AA-ByteHrs:INTAAObjectOverhead in US East (N. Virginia),2025-05-01,0,Inf,GB-Mo,0.0036000000,USD,Storage,AmazonS3,US East (N. Virginia),AWS Region,N/A,Intelligent-Tiering,INTAAObjectOverhead,,,,,,,,,,TimedStorage-INT-AA-ByteHrs,INTAAObjectOverhead,N/A,,,us-east-1,Amazon Simple Storage Service,
CSWZG8W5C366QN4F,JRTCKXETXF,CSWZG8W5C366QN4F.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0033 per GB - Canada (Central) InterRegion Inbound Base Data Transfer for MRAP to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0033000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,Canada (Central),AWS Region,US East (N. Virginia),AWS Region,USE1-CAN1-MRAP-In-Bytes,MRAP-Dtransfer,,ca-central-1,,,Amazon Simple Storage Service,us-east-1
D44ANS9DERJUGN3R,JRTCKXETXF,D44ANS9DERJUGN3R.JRTCKXETXF.PGHJ3S3EYE,OnDemand,$0.023 per GB - first 50 TB / month prorated for objects deleted or overwritten before 30 days in Intelligent-Tiering,2025-05-01,0,51200,GB-Mo,0.0230000000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,S3:EarlyDelete-INT,Pro-rated fee for objects deleted before 30 days in Intelligent-Tiering volume,,,,,,,,EarlyDelete-INT,,,,,us-east-1,Amazon Simple Storage Service,
D44ANS9DERJUGN3R,JRTCKXETXF,D44ANS9DERJUGN3R.JRTCKXETXF.D42MF2PVJS,OnDemand,$0.022 per GB - next 450 TB / month prorated for objects deleted or overwritten before 30 days in Intelligent-Tiering,2025-05-01,51200,512000,GB-Mo,0.0220000000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,S3:EarlyDelete-INT,Pro-rated fee for objects deleted before 30 days in Intelligent-Tiering volume,,,,,,,,EarlyDelete-INT,,,,,us-east-1,Amazon Simple Storage Service,
D44ANS9DERJUGN3R,JRTCKXETXF,D44ANS9DERJUGN3R.JRTCKXETXF.PXJDJ3YRG3,OnDemand,$0.021 per GB - over 500 TB / month prorated for objects deleted or overwritten before 30 days in Intelligent-Tiering,2025-05-01,512000,Inf,GB-Mo,0.0210000000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,S3:EarlyDelete-INT,Pro-rated fee for objects deleted before 30 days in Intelligent-Tiering volume,,,,,,,,EarlyDelete-INT,,,,,us-east-1,Amazon Simple Storage Service,
D67GRE548PMNMNAM,JRTCKXETXF,D67GRE548PMNMNAM.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0033 per GB - EU (Paris) InterRegion Inbound Base Data Transfer for MRAP to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0033000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,EU (Paris),AWS Region,US East (N. Virginia),AWS Region,USE1-EUW3-MRAP-In-Bytes,MRAP-Dtransfer,,eu-west-3,,,Amazon Simple Storage Service,us-east-1
D6EC999K37NKV462,JRTCKXETXF,D6EC999K37NKV462.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - Asia Pacific (Sydney) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,Asia Pacific (Sydney),AWS Region,US East (N. Virginia),AWS Region,USE1-APS2-S3RTC-In-Bytes,,,ap-southeast-2,,,Amazon Simple Storage Service,us-east-1
D6QNPZW958Z5ZGQU,JRTCKXETXF,D6QNPZW958Z5ZGQU.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Asia Pacific (Hyderabad),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,US East (N. Virginia),AWS Region,Asia Pacific (Hyderabad),AWS Region,APS5-USE1-S3RTC-In-Bytes,,,us-east-1,,,Amazon Simple Storage Service,ap-south-2
D6TCWRETXSBWNWHY,JRTCKXETXF,D6TCWRETXSBWNWHY.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0033 per GB - Australia (Sydney) InterRegion Outbound Base Data Transfer for MRAP to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0033000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,Asia Pacific (Sydney),AWS Region,US East (N. Virginia),AWS Region,APS2-USE1-MRAP-Out-Bytes,MRAP-Dtransfer,,ap-southeast-2,,,Amazon Simple Storage Service,us-east-1
D8AKPQPN8FA6KDE7,JRTCKXETXF,D8AKPQPN8FA6KDE7.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to EU (London),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,US East (N. Virginia),AWS Region,EU (London),AWS Region,EUW2-USE1-S3RTC-In-Bytes,,,us-east-1,,,Amazon Simple Storage Service,eu-west-2
DA27ETQQW6PG6TXR,JRTCKXETXF,DA27ETQQW6PG6TXR.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0033 per GB - US West (N. California) InterRegion Inbound Base Data Transfer for MRAP to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0033000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,US West (N. California),AWS Region,US East (N. Virginia),AWS Region,USE1-USW1-MRAP-In-Bytes,MRAP-Dtransfer,,us-west-1,,,Amazon Simple Storage Service,us-east-1
DBPK7DAB2F6QKSBS,JRTCKXETXF,DBPK7DAB2F6QKSBS.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - EU (London) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,EU (London),AWS Region,US East (N. Virginia),AWS Region,EUW2-USE1-S3RTC-Out-Bytes,,,eu-west-2,,,Amazon Simple Storage Service,us-east-1
DJVU2QGWTTYMPVET,JRTCKXETXF,DJVU2QGWTTYMPVET.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - Bulk retrieval,2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,S3-Bulk-Retrieval,Fee for Bulk Retrieval of data stored,,,,,,,,Bulk-Retrieval-Bytes,RestoreObject,,,,us-east-1,Amazon Simple Storage Service,
DKGHTAZH57AJPBJG,JRTCKXETXF,DKGHTAZH57AJPBJG.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - Asia Pacific (Seoul) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,Asia Pacific (Seoul),AWS Region,US East (N. Virginia),AWS Region,USE1-APN2-S3RTC-In-Bytes,,,ap-northeast-2,,,Amazon Simple Storage Service,us-east-1
DKZSQJUZ6G38HA47,JRTCKXETXF,DKZSQJUZ6G38HA47.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Middle East (UAE),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,Middle East (UAE),AWS Region,US East (N. Virginia),AWS Region,MEC1-USE1-S3RTC-In-Bytes,,,me-central-1,,,Amazon Simple Storage Service,us-east-1
DQ5UB82HWX2EEFTM,JRTCKXETXF,DQ5UB82HWX2EEFTM.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0032 per GB for Object Upload in Express One Zone,2025-05-01,0,Inf,GB,0.0032000000,USD,API Request,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-XZ-Upload,Object Upload in Express One Zone,,,,,,Upload-XZ,,,,,us-east-1,Amazon Simple Storage Service,
DSRCY8JKSNE8YYC3,JRTCKXETXF,DSRCY8JKSNE8YYC3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0 per GB for S3-DT-InterRegion Inbound,2025-05-01,0,Inf,GB,0.0000000000,USD,Data Transfer,AmazonS3,,,,,,,,,,InterRegion Inbound,US East (N. Virginia),AWS Region,Amazon CloudFront,AWS Edge Location,USE1-CloudFront-In-Bytes,,,us-east-1,,,Amazon Simple Storage Service,
DTFUVA4VWBP8ZQ6D,JRTCKXETXF,DTFUVA4VWBP8ZQ6D.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00099 per Gigabyte Month for TimedStorage-INT-DAA-ByteHrs:INTDAAObjectOverhead in US East (N. Virginia),2025-05-01,0,Inf,GB-Mo,0.0009900000,USD,Storage,AmazonS3,US East (N. Virginia),AWS Region,N/A,Intelligent-Tiering,Intelligent-Tiering,,,,,,,,,,TimedStorage-INT-DAA-ByteHrs,INTDAAObjectOverhead,N/A,,,us-east-1,Amazon Simple Storage Service,
DZY6R9UHMHR2TR7V,JRTCKXETXF,DZY6R9UHMHR2TR7V.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Asia Pacific (Tokyo),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,US East (N. Virginia),AWS Region,Asia Pacific (Tokyo),AWS Region,APN1-USE1-S3RTC-In-Bytes,,,us-east-1,,,Amazon Simple Storage Service,ap-northeast-1
E6XEZGF3BVR65ZJF,JRTCKXETXF,E6XEZGF3BVR65ZJF.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - Asia Pacific (Hong Kong) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,Asia Pacific (Hong Kong),AWS Region,US East (N. Virginia),AWS Region,USE1-APE1-S3RTC-In-Bytes,,,ap-east-1,,,Amazon Simple Storage Service,us-east-1
E7AHR7W5WGHMMN9V,JRTCKXETXF,E7AHR7W5WGHMMN9V.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.03 per 1,000 GetAGInstancePolicy requests for S3 Access Grants,2025-05-01,0,Inf,Requests,0.0000300000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-Tier8,Access Grants Requests-GetAGInstancePolicy,,,,,,Requests-Tier8,GetAGInstancePolicy,,,,us-east-1,Amazon Simple Storage Service,
E9WDBWD9UUCUHJ5D,JRTCKXETXF,E9WDBWD9UUCUHJ5D.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - US East (N. Virginia) Data Transfer Out for Replication Time Control to Asia Pacific (Thailand),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,Asia Pacific (Thailand),AWS Region,USE1-APS9-S3RTC-Out-Bytes,,,us-east-1,,,Amazon Simple Storage Service,ap-southeast-7
E9YHNFENF4XQBZR6,JRTCKXETXF,E9YHNFENF4XQBZR6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.005 per 1,000 PUT,COPY,POST,or LIST requests,2025-05-01,0,Inf,Requests,0.0000050000,USD,API Request,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-Tier1,PUT/COPY/POST or LIST requests,,,,,,Requests-Tier1,,,,,us-east-1,Amazon Simple Storage Service,
EEBTCT5C2D62UYPW,JRTCKXETXF,EEBTCT5C2D62UYPW.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - Canada (Central) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,Canada (Central),AWS Region,US East (N. Virginia),AWS Region,USE1-CAN1-S3RTC-In-Bytes,,,ca-central-1,,,Amazon Simple Storage Service,us-east-1
EG9A5TW6SQQHF48U,JRTCKXETXF,EG9A5TW6SQQHF48U.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0004 per 1,000 GET and All Other Requests to S3 Table Buckets in US East (N. Virginia),2025-05-01,0,Inf,Requests,0.0000004000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-Tables-Tier2,GET and all other requests to S3 Table Buckets,,,,,,Tables-Requests-Tier2,,,,,us-east-1,Amazon Simple Storage Service,
ESFQQG64AEBSX4WC,JRTCKXETXF,ESFQQG64AEBSX4WC.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to US West (N. California),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,US East (N. Virginia),AWS Region,US West (N. California),AWS Region,USW1-USE1-S3RTC-In-Bytes,,,us-east-1,,,Amazon Simple Storage Service,us-west-1
ETMMA5922DBD756V,JRTCKXETXF,ETMMA5922DBD756V.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.03 per 1,000 PutObject requests to Glacier,2025-05-01,0,Inf,Requests,0.0000300000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-GLACIER-Tier1,PUT requests to Glacier,,,,,,Requests-GLACIER-Tier1,PutObject,,,,us-east-1,Amazon Simple Storage Service,
EXB3YJ6YV5CRH4JN,JRTCKXETXF,EXB3YJ6YV5CRH4JN.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.021 per GB-Month of storage used in GlacierStagingStorage,2025-05-01,0,Inf,GB-Mo,0.0210000000,USD,Storage,AmazonS3,US East (N. Virginia),AWS Region,99.99%,Archive,Glacier Deep Archive,,,,,,,,,,TimedStorage-GDA-Staging,,99.999999999%,,,us-east-1,Amazon Simple Storage Service,
EZT79GAJVGS5UEBP,JRTCKXETXF,EZT79GAJVGS5UEBP.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Europe (Zurich),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,Europe (Zurich),AWS Region,USE1-EUC2-S3RTC-Out-Bytes,,,us-east-1,,,Amazon Simple Storage Service,eu-central-2
F2RUQFBEAFE9KDYC,JRTCKXETXF,F2RUQFBEAFE9KDYC.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0033 per GB - South America (Sao Paulo) InterRegion Outbound Base Data Transfer for MRAP to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0033000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,South America (Sao Paulo),AWS Region,US East (N. Virginia),AWS Region,SAE1-USE1-MRAP-Out-Bytes,MRAP-Dtransfer,,sa-east-1,,,Amazon Simple Storage Service,us-east-1
F4MA4AAKY2ZC6EPQ,JRTCKXETXF,F4MA4AAKY2ZC6EPQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0033 per GB - US West (Oregon) InterRegion Inbound Base Data Transfer for MRAP to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0033000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,US West (Oregon),AWS Region,US East (N. Virginia),AWS Region,USE1-USW2-MRAP-In-Bytes,MRAP-Dtransfer,,us-west-2,,,Amazon Simple Storage Service,us-east-1
F9Y9YVD436JP8NND,JRTCKXETXF,F9Y9YVD436JP8NND.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB  - US East (N. Virginia) Data Transfer for Replication Time Control to Europe (Spain),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,Europe (Spain),AWS Region,USE1-EUS2-S3RTC-Out-Bytes,,,us-east-1,,,Amazon Simple Storage Service,eu-south-2
FAERKVWKGZUDPPJU,JRTCKXETXF,FAERKVWKGZUDPPJU.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0033 per GB - EU (Stockholm) InterRegion Outbound Base Data Transfer for MRAP to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0033000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,EU (Stockholm),AWS Region,US East (N. Virginia),AWS Region,EUN1-USE1-MRAP-Out-Bytes,MRAP-Dtransfer,,eu-north-1,,,Amazon Simple Storage Service,us-east-1
FBQDMAD7ZKHGNGTP,JRTCKXETXF,FBQDMAD7ZKHGNGTP.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.03 per 1,000 GetAG requests for S3 Access Grants,2025-05-01,0,Inf,Requests,0.0000300000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-Tier8,Access Grants Requests-GetAG,,,,,,Requests-Tier8,GetAG,,,,us-east-1,Amazon Simple Storage Service,
FHRTDBJ6V3NCDPJ8,JRTCKXETXF,FHRTDBJ6V3NCDPJ8.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per 1,000 DeleteAGIdC requests for S3 Access Grants,2025-05-01,0,Inf,Requests,0.0000000000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-Tier8,Access Grants Requests-DeleteAGIdC,,,,,,Requests-Tier8,DeleteAGIdC,,,,us-east-1,Amazon Simple Storage Service,
FM79CHWBVS6E58W5,JRTCKXETXF,FM79CHWBVS6E58W5.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - EU (Milan) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,EU (Milan),AWS Region,US East (N. Virginia),AWS Region,USE1-EUS1-S3RTC-In-Bytes,,,eu-south-1,,,Amazon Simple Storage Service,us-east-1
FNY42KJ9K6HTBP79,JRTCKXETXF,FNY42KJ9K6HTBP79.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Asia Pacific (Hyderabad),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,Asia Pacific (Hyderabad),AWS Region,USE1-APS5-S3RTC-Out-Bytes,,,us-east-1,,,Amazon Simple Storage Service,ap-south-2
FNYHUPR3T466JJYM,JRTCKXETXF,FNYHUPR3T466JJYM.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01 per 1,000 PUT,COPY,POST or LIST requests to Standard-Infrequent Access,2025-05-01,0,Inf,Requests,0.0000100000,USD,API Request,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-SIA-Tier1,PUT/COPY/POST or LIST requests to Standard-Infrequent Access,,,,,,Requests-SIA-Tier1,,,,,us-east-1,Amazon Simple Storage Service,
FV8ZMRA98TQ3RHUJ,JRTCKXETXF,FV8ZMRA98TQ3RHUJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - Mexico (Central) Data Transfer Out for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,Mexico (Central),AWS Region,US East (N. Virginia),AWS Region,MXC1-USE1-S3RTC-Out-Bytes,,,mx-central-1,,,Amazon Simple Storage Service,us-east-1
FVB7ANFCGTDNU6QA,JRTCKXETXF,FVB7ANFCGTDNU6QA.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0033 per GB - Asia Pacific (Singapore) InterRegion Outbound Base Data Transfer for MRAP to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0033000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,Asia Pacific (Singapore),AWS Region,US East (N. Virginia),AWS Region,APS1-USE1-MRAP-Out-Bytes,MRAP-Dtransfer,,ap-southeast-1,,,Amazon Simple Storage Service,us-east-1
FWM72N8DXF4FZ299,JRTCKXETXF,FWM72N8DXF4FZ299.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - US East (N. Virginia) Data Transfer Out for Replication Time Control to Mexico (Central),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,Mexico (Central),AWS Region,USE1-MXC1-S3RTC-Out-Bytes,,,us-east-1,,,Amazon Simple Storage Service,mx-central-1
FZTPC57HTSMM46YK,JRTCKXETXF,FZTPC57HTSMM46YK.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.03 per 1,000 CreateAGGrant requests for S3 Access Grants,2025-05-01,0,Inf,Requests,0.0000300000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-Tier8,Access Grants Requests-CreateAGGrant,,,,,,Requests-Tier8,CreateAGGrant,,,,us-east-1,Amazon Simple Storage Service,
G6XD7ZGUJD5MKFM9,JRTCKXETXF,G6XD7ZGUJD5MKFM9.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - EU (Milan) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,EU (Milan),AWS Region,US East (N. Virginia),AWS Region,EUS1-USE1-S3RTC-Out-Bytes,,,eu-south-1,,,Amazon Simple Storage Service,us-east-1
G76SDFUV63NSS6N2,JRTCKXETXF,G76SDFUV63NSS6N2.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0065 per 10,000 Tags per month ,2025-05-01,0,Inf,Tag-Mo,0.0000006500,USD,Storage,AmazonS3,US East (N. Virginia),AWS Region,N/A,Tags,Tags,,,,,,,,,,TagStorage-TagHrs,,N/A,,,us-east-1,Amazon Simple Storage Service,
G8MRNMY4DASC442X,JRTCKXETXF,G8MRNMY4DASC442X.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Middle East (Bahrain),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,Middle East (Bahrain),AWS Region,USE1-MES1-S3RTC-Out-Bytes,,,us-east-1,,,Amazon Simple Storage Service,me-south-1
GCDNDUMKKKSY8SH8,JRTCKXETXF,GCDNDUMKKKSY8SH8.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.004 per GB-Month prorated for objects deleted or overwritten before 90 days in Glacier Instant Retrieval,2025-05-01,0,Inf,GB-Mo,0.0040000000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,S3:EarlyDelete-GIR,Pro-rated fee for objects deleted before 90 days in Glacier Instant Retrieval volume,,,,,,,,EarlyDelete-GIR,,,,,us-east-1,Amazon Simple Storage Service,
GEDWBB87THAPZSPK,JRTCKXETXF,GEDWBB87THAPZSPK.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01 per GB - for bytes returned by S3 Select in One Zone-Infrequent Access,2025-05-01,0,Inf,GB,0.0100000000,USD,API Request,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-ZIA-Select-Returned,Data Returned by S3 Select in One Zone-Infrequent Access,,,,,,Select-Returned-ZIA-Bytes,,,,,us-east-1,Amazon Simple Storage Service,
GMZJHKZDB9NQ9KKY,JRTCKXETXF,GMZJHKZDB9NQ9KKY.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.02 per 1,000 transitions to Glacier Instant Retrieval,2025-05-01,0,Inf,Requests,0.0000200000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-Tier4,Lifecycle Transition Requests into Glacier Instant Retrieval,,,,,,Requests-Tier4,S3-GIRTransition,,,,us-east-1,Amazon Simple Storage Service,
GNH2KWTTQX3TVJ88,JRTCKXETXF,GNH2KWTTQX3TVJ88.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - US West (Oregon) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US West (Oregon),AWS Region,US East (N. Virginia),AWS Region,USW2-USE1-S3RTC-Out-Bytes,,,us-west-2,,,Amazon Simple Storage Service,us-east-1
