SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,RelatedTo,Product Family,serviceCode,Location,Location Type,usageType,operation,API Category,Duration,M2M Category,Region Code,serviceName
QA55XHQT8NAY3D4U,JRTCKXETXF,QA55XHQT8NAY3D4U.JRTCKXETXF.75WZUA4FXN,OnDemand,Cognito Lite us-east-1 tier 4 pricing,2025-03-01,9990000,Inf,CognitoUserPoolsMAU,0.0025000000,USD,AH8UFFURUFH2VCD9,Amazon Cognito - Lite,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoLiteMAU,CognitoLiteOperation,,,,us-east-1,Amazon Cognito
QJC3UE86XSTPJMMZ,JRTCKXETXF,QJC3UE86XSTPJMMZ.JRTCKXETXF.ZM2XF3EGYR,OnDemand,Cognito User Pools us-east-1 tier 1 pricing,2025-03-01,0,50000,CognitoUserPoolsMAU,0.0055000000,USD,JRGNUYCVEBKA6U9J,User Pool MAU,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoUserPoolsMAU,CognitoUserPoolsOperation,,,,us-east-1,Amazon Cognito
QJC3UE86XSTPJMMZ,JRTCKXETXF,QJC3UE86XSTPJMMZ.JRTCKXETXF.25RY46V5GS,OnDemand,Cognito User Pools us-east-1 tier 2 pricing,2025-03-01,50000,950000,CognitoUserPoolsMAU,0.0046000000,USD,JRGNUYCVEBKA6U9J,User Pool MAU,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoUserPoolsMAU,CognitoUserPoolsOperation,,,,us-east-1,Amazon Cognito
QJC3UE86XSTPJMMZ,JRTCKXETXF,QJC3UE86XSTPJMMZ.JRTCKXETXF.HQHRVXU2H3,OnDemand,Cognito User Pools us-east-1 tier 3 pricing,2025-03-01,950000,9950000,CognitoUserPoolsMAU,0.0032500000,USD,JRGNUYCVEBKA6U9J,User Pool MAU,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoUserPoolsMAU,CognitoUserPoolsOperation,,,,us-east-1,Amazon Cognito
QJC3UE86XSTPJMMZ,JRTCKXETXF,QJC3UE86XSTPJMMZ.JRTCKXETXF.JVCK9G2KFH,OnDemand,Cognito User Pools us-east-1 tier 4 pricing,2025-03-01,9950000,Inf,CognitoUserPoolsMAU,0.0025000000,USD,JRGNUYCVEBKA6U9J,User Pool MAU,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoUserPoolsMAU,CognitoUserPoolsOperation,,,,us-east-1,Amazon Cognito
S7T4KX2JQSSJYD6T,JRTCKXETXF,S7T4KX2JQSSJYD6T.JRTCKXETXF.6YS6EN2CT7,OnDemand,USD 0.00 per RPS-Month incremental RPS for UserUpdate (exempt) for users in US East (N. Virginia),2025-03-01,0,Inf,CognitoUserPoolsRPSMo,0.0000000000,USD,,User Pool RPS,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoUserUpdateRPSFree,CognitoRPSOperation,UserUpdate,Free,,us-east-1,Amazon Cognito
S9NMN55PA3HGMB39,JRTCKXETXF,S9NMN55PA3HGMB39.JRTCKXETXF.6YS6EN2CT7,OnDemand,USD 45.00 per RPS-Month incremental RPS for UserFederation (partial month) for users in US East (N. Virginia),2025-03-01,0,Inf,CognitoUserPoolsRPSMo,45.0000000000,USD,,User Pool RPS,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoUserFederationRPSPartial,CognitoRPSOperation,UserFederation,Partial,,us-east-1,Amazon Cognito
SGRA5JDC5V5X5HZA,JRTCKXETXF,SGRA5JDC5V5X5HZA.JRTCKXETXF.6YS6EN2CT7,OnDemand,USD 20.00 per RPS-Month incremental RPS for UserAuthentication (full month) for users in US East (N. Virginia),2025-03-01,0,Inf,CognitoUserPoolsRPSMo,20.0000000000,USD,,User Pool RPS,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoUserAuthenticationRPSFull,CognitoRPSOperation,UserAuthentication,Full,,us-east-1,Amazon Cognito
UWNZ2YNG3P2Y4W4W,JRTCKXETXF,UWNZ2YNG3P2Y4W4W.JRTCKXETXF.ZM2XF3EGYR,OnDemand,Cognito User Pools us-east-1 advanced security features users tier 1 pricing,2025-03-01,0,50000,CognitoUserPoolsMAU,0.0500000000,USD,,User Pool ASF MAU,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoASFMAU,CognitoASFOperation,,,,us-east-1,Amazon Cognito
UWNZ2YNG3P2Y4W4W,JRTCKXETXF,UWNZ2YNG3P2Y4W4W.JRTCKXETXF.MY3WCTDBMM,OnDemand,Cognito User Pools us-east-1 advanced security features users tier 2 pricing,2025-03-01,50000,100000,CognitoUserPoolsMAU,0.0350000000,USD,,User Pool ASF MAU,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoASFMAU,CognitoASFOperation,,,,us-east-1,Amazon Cognito
UWNZ2YNG3P2Y4W4W,JRTCKXETXF,UWNZ2YNG3P2Y4W4W.JRTCKXETXF.9H3PSG253F,OnDemand,Cognito User Pools us-east-1 advanced security features users tier 3 pricing,2025-03-01,100000,1000000,CognitoUserPoolsMAU,0.0200000000,USD,,User Pool ASF MAU,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoASFMAU,CognitoASFOperation,,,,us-east-1,Amazon Cognito
UWNZ2YNG3P2Y4W4W,JRTCKXETXF,UWNZ2YNG3P2Y4W4W.JRTCKXETXF.H9V8AVEXGG,OnDemand,Cognito User Pools us-east-1 advanced security features users tier 4 pricing,2025-03-01,1000000,10000000,CognitoUserPoolsMAU,0.0150000000,USD,,User Pool ASF MAU,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoASFMAU,CognitoASFOperation,,,,us-east-1,Amazon Cognito
UWNZ2YNG3P2Y4W4W,JRTCKXETXF,UWNZ2YNG3P2Y4W4W.JRTCKXETXF.EFRCQPS26J,OnDemand,Cognito User Pools us-east-1 advanced security features users tier 5 pricing,2025-03-01,10000000,Inf,CognitoUserPoolsMAU,0.0100000000,USD,,User Pool ASF MAU,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoASFMAU,CognitoASFOperation,,,,us-east-1,Amazon Cognito
VAC9HN29NUT9699R,JRTCKXETXF,VAC9HN29NUT9699R.JRTCKXETXF.6YS6EN2CT7,OnDemand,USD 0.00 per RPS-Month incremental RPS for UserCreation (exempt) for users in US East (N. Virginia),2025-03-01,0,Inf,CognitoUserPoolsRPSMo,0.0000000000,USD,,User Pool RPS,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoUserCreationRPSFree,CognitoRPSOperation,UserCreation,Free,,us-east-1,Amazon Cognito
VBQ3BFARQ7HCHXHY,JRTCKXETXF,VBQ3BFARQ7HCHXHY.JRTCKXETXF.925HBHWMHV,OnDemand,USD 0.00 per client credential flow (M2M) token request in tier 1  in US East (N. Virginia),2025-03-01,0,250000,CognitoUserPools-M2MTokens,0.0000000000,USD,,User Pools M2M,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CUPM2MTokenRequestsFree,CognitoUserPoolsM2MTokenOp,,Free,Tokens,us-east-1,Amazon Cognito
VBQ3BFARQ7HCHXHY,JRTCKXETXF,VBQ3BFARQ7HCHXHY.JRTCKXETXF.QFSY5JDYF6,OnDemand,USD 0.00 per client credential flow (M2M) token request in tier 2  in US East (N. Virginia),2025-03-01,250000,5000000,CognitoUserPools-M2MTokens,0.0000000000,USD,,User Pools M2M,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CUPM2MTokenRequestsFree,CognitoUserPoolsM2MTokenOp,,Free,Tokens,us-east-1,Amazon Cognito
VBQ3BFARQ7HCHXHY,JRTCKXETXF,VBQ3BFARQ7HCHXHY.JRTCKXETXF.XCXBHCFFQ2,OnDemand,USD 0.00 per client credential flow (M2M) token request in tier 3  in US East (N. Virginia),2025-03-01,5000000,Inf,CognitoUserPools-M2MTokens,0.0000000000,USD,,User Pools M2M,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CUPM2MTokenRequestsFree,CognitoUserPoolsM2MTokenOp,,Free,Tokens,us-east-1,Amazon Cognito
VX6XAQ6RADE9KMNF,JRTCKXETXF,VX6XAQ6RADE9KMNF.JRTCKXETXF.6YS6EN2CT7,OnDemand,USD 45.00 per RPS-Month incremental RPS for UserResourceRead (partial month) for users in US East (N. Virginia),2025-03-01,0,Inf,CognitoUserPoolsRPSMo,45.0000000000,USD,,User Pool RPS,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoUserResourceReadRPSPartial,CognitoRPSOperation,UserResourceRead,Partial,,us-east-1,Amazon Cognito
WCYDT9KZ3PRQ28WZ,JRTCKXETXF,WCYDT9KZ3PRQ28WZ.JRTCKXETXF.ETY2894C67,OnDemand,USD 0.00 per client credential flow app client,pro-rated by the second,in tier 1  in US East (N. Virginia),2025-03-01,0,100,CognitoUserPools-M2MAppClientMo,0.0000000000,USD,,User Pools M2M,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CUPM2MAppClientsFree,CognitoUserPoolsM2MAppClientOp,,Free,AppClients,us-east-1,Amazon Cognito
WCYDT9KZ3PRQ28WZ,JRTCKXETXF,WCYDT9KZ3PRQ28WZ.JRTCKXETXF.WQ4TY4VCYZ,OnDemand,USD 0.00 per client credential flow app client,pro-rated by the second,in tier 2  in US East (N. Virginia),2025-03-01,100,500,CognitoUserPools-M2MAppClientMo,0.0000000000,USD,,User Pools M2M,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CUPM2MAppClientsFree,CognitoUserPoolsM2MAppClientOp,,Free,AppClients,us-east-1,Amazon Cognito
WCYDT9KZ3PRQ28WZ,JRTCKXETXF,WCYDT9KZ3PRQ28WZ.JRTCKXETXF.TAV9HKW45C,OnDemand,USD 0.00 per client credential flow app client,pro-rated by the second,in tier 3  in US East (N. Virginia),2025-03-01,500,Inf,CognitoUserPools-M2MAppClientMo,0.0000000000,USD,,User Pools M2M,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CUPM2MAppClientsFree,CognitoUserPoolsM2MAppClientOp,,Free,AppClients,us-east-1,Amazon Cognito
WDVWYRPADRYQC2ZQ,JRTCKXETXF,WDVWYRPADRYQC2ZQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,USD 20.00 per RPS-Month incremental RPS for UserResourceUpdate (full month) for users in US East (N. Virginia),2025-03-01,0,Inf,CognitoUserPoolsRPSMo,20.0000000000,USD,,User Pool RPS,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoUserResourceUpdateRPSFull,CognitoRPSOperation,UserResourceUpdate,Full,,us-east-1,Amazon Cognito
XVYWD6TWRYVQWN85,JRTCKXETXF,XVYWD6TWRYVQWN85.JRTCKXETXF.6YS6EN2CT7,OnDemand,Cognito Essentials us-east-1 tier 1 pricing,2025-03-01,0,Inf,CognitoUserPoolsMAU,0.0150000000,USD,AH8UFFURUFH2VCD9,Amazon Cognito - Essentials,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoEssentialsMAU,CognitoEssentialsOperation,,,,us-east-1,Amazon Cognito
